chrom,start,stop,annotation,annotation_start
CP075069.1,6410269,6411884,"DYX-incomp-chim_Blc47_Supercontig_3.1_6563877_6576065_DNA_hAT"" 551 2156",DYX
CP075069.1,6411886,6414960,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 3846 6922",RLX
CP075069.1,6414719,6415664,"RLX-comp_Blc17_Cpos_C735-L-B8-Map1"" 1146 2088",RLX
CP075069.1,6415665,6422665,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 6960",RLX
CP075069.1,6422666,6428653,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 733 6960",RIX
CP075069.1,6428654,6428880,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 2493 2724",RLX
CP075069.1,6428930,6433264,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 271 4589",DTX
CP075069.1,6433265,6433369,"RLX-incomp_Blc191_Cpos_C735-L-B62-Map1"" 2164 2268",RLX
CP075069.1,6433370,6433382,"RLX-incomp_Blc227_Cpos_C735-B-G21-Map18_reversed"" 244 387",RLX
CP075069.1,6491234,6491324,"DXX-MITE_Blc36_Cpos_C735-B-R64-Map5"" 5 104",DXX
CP075069.1,6491325,6491519,"DXX-MITE_Blc36_Cpos_C735-B-R64-Map5"" 212 399",DXX
CP075069.1,6509126,6509361,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3019 3284",DTX
CP075069.1,6532890,6533378,"DXX-MITE_Blc253_Cpos_C735-B-G83-Map3"" 15 502",DXX
CP075069.1,6533355,6533426,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 3028 3103",DTX
CP075069.1,6533377,6533513,"DXX-MITE_Blc36_Cpos_C735-B-R64-Map5"" 4 136",DXX
CP075069.1,6553065,6553145,"RXX-LARD_Blc65_Cpos_C735-B-R77-Map3"" 4240 4319",RXX
CP075069.1,6577575,6577790,"RLX-incomp_Blc172_Supercontig_3.4_3225328_3228197_LTR_Gypsy"" 87 183",RLX
CP075069.1,6605362,6606889,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 1 1496",RLX
CP075069.1,6606884,6607578,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 4584 5278",RLX
CP075069.1,6618937,6621277,"DTX-comp_Blc10_Supercontig_3.5_2309270_2311617_DNA_TcMar"" 1 2340",DTX
CP075069.1,6656562,6656658,"RLX-incomp-chim_Blc38_Supercontig_3.3_902192_925079_DNA_TcMar"" 5292 5388",RLX
CP075069.1,6656791,6657177,"RLX-incomp-chim_Blc38_Supercontig_3.3_902192_925079_DNA_TcMar"" 4787 5165",RLX
CP075069.1,6668141,6668285,"DTX-incomp_Blc193_Supercontig_3.5_2549689_2551850_DNA_TcMar"" 1619 1790",DTX
CP075069.1,6716075,6716185,"DTX-incomp_Blc4_Supercontig_3.3_991036_993274_DNA_TcMar_reversed"" 1 56",DTX
CP075069.1,6716093,6718420,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 2 2334",DTX
CP075069.1,6718325,6718438,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 4946 5055",DTX
CP075069.1,6745287,6745344,"RIX-incomp_Blc204_Cpos_C735-B-G23-Map20"" 1808 1865",RIX
CP075069.1,6860416,6863177,"RLX-incomp_Blc7_Cpos_C735-B-R11-Map8"" 1 2765",RLX
CP075069.1,6863178,6873619,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 1 10592",RLX
CP075069.1,6873616,6876316,"RLX-incomp_Blc7_Cpos_C735-B-R11-Map8"" 2767 5470",RLX
CP075069.1,7088113,7088171,"RLX-incomp_Blc7_Cpos_C735-L-B49-Map1"" 5295 5353",RLX
CP075069.1,7326046,7326112,"DXX-MITE_Blc36_Cpos_C735-B-G91-Map3"" 2 74",DXX
CP075069.1,7326069,7326178,"DTX-incomp_Blc223_Cpos_C735-B-G7-Map9"" 1159 1267",DTX
CP075069.1,7326095,7327172,"DTX-incomp_Blc230_Cpos_C735-B-R23-Map7_reversed"" 46 1125",DTX
CP075069.1,7326785,7327221,"DTX-incomp-chim_Blc96_Supercontig_3.2_4737649_4743922_DNA_TcMar_reversed"" 171 618",DTX
CP075069.1,7352099,7352198,"RLX-incomp_Blc227_Cpos_C735-B-G21-Map18_reversed"" 1081 1186",RLX
CP075069.1,7405142,7405236,"RLX-incomp_Blc3_Supercontig_3.1_118207_123409_LTR_Gypsy"" 5116 5199",RLX
CP075069.1,7490252,7490270,"RLX-incomp_Blc1_Supercontig_3.1_2687120_2692344_LTR_Gypsy"" 148 318",RLX
CP075069.1,7490271,7490419,"DTX-incomp-chim_Blc64_Supercontig_3.1_2352943_2362346_DNA_TcMar_reversed"" 8661 8808",DTX
CP075069.1,7492744,7492863,"RLX-incomp_Blc7_Supercontig_3.3_1338906_1343742_LTR_Copia_reversed"" 2 122",RLX
CP075069.1,7562303,7562603,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 7438 7706",RLX
CP075069.1,7562596,7569664,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 7072",RLX
CP075069.1,7569665,7569846,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 7524 7706",RLX
CP075069.1,7569847,7570470,"RLX-incomp_Blc28_Supercontig_3.4_2618478_2624152_LTR_Gypsy_reversed"" 1753 2375",RLX
CP075069.1,7570475,7570772,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 2 299",RLX
CP075069.1,7570777,7572523,"RLX-incomp_Blc14_Supercontig_3.1_1119615_1126598_LTR_Gypsy"" 1 1764",RLX
CP075069.1,7572525,7573066,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 3099 3643",DTX
CP075069.1,7573055,7573369,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 6899 7223",DTX
CP075069.1,7573365,7573408,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 5070 5113",DTX
CP075069.1,7579963,7580477,"DTX-incomp-chim_Blc60_Supercontig_3.4_2591445_2601928_DNA_TcMar_reversed"" 6333 6856",DTX
CP075069.1,7580433,7580581,"RLX-incomp_Blc1_Cpos_C735-L-B44-Map1"" 5166 5274",RLX
CP075069.1,7580586,7580948,"RLX-incomp_Blc1_Supercontig_3.6_155117_162189_LTR_Gypsy_reversed"" 1365 1746",RLX
CP075069.1,7580951,7581083,"RLX-comp_Blc190_Cpos_C735-L-B61-Map1_reversed"" 659 758",RLX
CP075069.1,7580960,7581085,"DTX-incomp-chim_Blc56_Cpos_C735-B-R1-Map20_reversed"" 5371 5494",DTX
CP075069.1,7581062,7581224,"DTX-incomp_Blc193_Supercontig_3.5_2549689_2551850_DNA_TcMar"" 3 166",DTX
CP075069.1,7581266,7581340,"DTX-incomp_Blc4_Supercontig_3.5_125080_127537_DNA_TcMar_reversed"" 446 504",DTX
CP075069.1,7581278,7582866,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 745 2334",DTX
CP075069.1,7582847,7582863,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 1490 1509",RLX
CP075069.1,7582864,7584225,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 9217 10578",RLX
CP075069.1,7584224,7592161,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 1125 9063",RLX
CP075069.1,7592162,7599118,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 6960",RLX
CP075069.1,7599119,7600245,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 12 1140",RLX
CP075069.1,7600246,7606735,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 4031 10576",RLX
CP075069.1,7606736,7607282,"RLX-incomp_Blc14_Supercontig_3.1_334247_341865_LTR_Gypsy"" 2825 3373",RLX
CP075069.1,7607283,7614352,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 7075",RLX
CP075069.1,7614353,7618438,"RLX-incomp_Blc8_Supercontig_3.4_2603384_2611024_LTR_Gypsy_reversed"" 3332 7438",RLX
CP075069.1,7635659,7635768,"DTX-incomp_Blc139_Supercontig_3.3_4152567_4156718_DNA_TcMar_reversed"" 4038 4102",DTX
CP075069.1,7635674,7636635,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 2 963",DTX
CP075069.1,7636613,7636749,"DTX-incomp-chim_Blc152_Supercontig_3.5_106348_109975_DNA_TcMar"" 3493 3627",DTX
CP075069.1,7636750,7637050,"RLX-comp_Blc11_Supercontig_3.5_247629_258133_LTR_Gypsy"" 14 314",RLX
CP075069.1,7637043,7637073,"RLX-incomp_Blc40_Cpos_C735-B-G1-Map20_reversed"" 6796 6826",RLX
CP075069.1,7637074,7637532,"DTX-incomp-chim_Blc5_Supercontig_3.4_1603085_1610261_DNA_hAT_reversed"" 6718 7176",DTX
CP075069.1,7637497,7638872,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 958 2334",DTX
CP075069.1,7638810,7638882,"DTX-incomp_Blc139_Supercontig_3.3_4152567_4156718_DNA_TcMar_reversed"" 1751 1829",DTX
CP075069.1,7651850,7651862,"RLX-comp-chim_Blc2_Cpos_C735-L-B7-Map1"" 2576 2618",RLX
CP075069.1,7651863,7651922,"RLX-incomp-chim_Blc53_Supercontig_3.1_6577961_6588666_LTR_Gypsy_reversed"" 14 74",RLX
CP075069.1,7660174,7660302,"RLX-incomp_Blc8_Supercontig_3.5_1510117_1517788_LTR_Gypsy"" 480 615",RLX
CP075069.1,7666696,7667034,"RLX-incomp_Blc1_Supercontig_3.1_2687120_2692344_LTR_Gypsy"" 1 349",RLX
CP075069.1,7667019,7667429,"RLX-incomp-chim_Blc109_Supercontig_3.5_1600606_1605982_LTR_Gypsy"" 4953 5368",RLX
CP075069.1,7670197,7670360,"DTX-incomp_Blc193_Supercontig_3.5_2549689_2551850_DNA_TcMar"" 3 166",DTX
CP075069.1,7670268,7670441,"RLX-incomp-chim_Blc61_Cpos_C735-B-R49-Map3"" 4559 4735",RLX
CP075069.1,7670309,7670476,"RLX-incomp_Blc2_Cpos_C735-L-B22-Map1"" 10476 10558",RLX
CP075069.1,7670717,7671083,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 2724 3074",DTX
CP075069.1,7671146,7671234,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 3337 3413",DTX
CP075069.1,7671455,7671977,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 3641 4161",DTX
CP075069.1,7672036,7672095,"DTX-incomp_Blc10_Supercontig_3.3_1310657_1312989_DNA_TcMar_reversed"" 8 67",DTX
CP075069.1,7672047,7674961,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 29 3003",DTX
CP075069.1,7674977,7678297,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 4346 7632",RLX
CP075069.1,7678298,7680146,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 2452 4301",RLX
CP075069.1,7680147,7682507,"RLX-comp_Blc14_Supercontig_3.1_261523_269109_LTR_Gypsy_reversed"" 1 2351",RLX
CP075069.1,7682508,7683800,"DTX-incomp_Blc33_Supercontig_3.3_2401237_2403074_DNA_TcMar"" 1 1294",DTX
CP075069.1,7684064,7684337,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 4490 4760",DTX
CP075069.1,7684348,7687042,"RLX-incomp_Blc14_Supercontig_3.1_1119615_1126598_LTR_Gypsy"" 3407 6093",RLX
CP075069.1,7687043,7694675,"RLX-comp_Blc14_Supercontig_3.1_261523_269109_LTR_Gypsy_reversed"" 1 7586",RLX
CP075069.1,7694676,7698073,"RLX-incomp_Blc14_Supercontig_3.1_1119615_1126598_LTR_Gypsy"" 1 3396",RLX
CP075069.1,7698074,7704409,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 1 6329",RLX
CP075069.1,7704300,7704423,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 11341 11464",RLX
CP075069.1,7704319,7704424,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5724 5827",DTX
CP075069.1,7704386,7710393,"RLX-incomp_Blc1_Cpos_C735-L-B44-Map1"" 155 6157",RLX
CP075069.1,7710401,7710697,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 7129 7425",RLX
CP075069.1,7710697,7711488,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 13407 14195",RLX
CP075069.1,7711489,7712769,"RLX-incomp_Blc117_Supercontig_3.1_2665600_2670498_LTR_Gypsy_reversed"" 1 1281",RLX
CP075069.1,7712665,7712793,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 11332 11459",RLX
CP075069.1,7712779,7713051,"RLX-incomp-chim_Blc43_Cpos_C735-L-B5-Map1"" 10586 10818",RLX
CP075069.1,7713008,7713242,"DTX-incomp_Blc54_Supercontig_3.5_19355_30059_DNA_TcMar_reversed"" 2029 2270",DTX
CP075069.1,7716413,7716934,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 4902 5413",DTX
CP075069.1,7717024,7718542,"RLX-incomp-chim_Blc61_Cpos_C735-B-R49-Map3"" 6104 7620",RLX
CP075069.1,7718544,7718879,"RLX-incomp-chim_Blc67_Cpos_C735-L-B34-Map1"" 453 789",RLX
CP075069.1,7718880,7719190,"RLX-incomp-chim_Blc44_Cpos_C735-L-B6-Map1_reversed"" 13482 13782",RLX
CP075069.1,7719143,7720566,"DTX-incomp_Blc5_Supercontig_3.1_743507_749293_DNA_hAT"" 2142 3576",DTX
CP075069.1,7720567,7720787,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 6695 6915",RLX
CP075069.1,7720774,7720784,"DTX-incomp_Blc194_Supercontig_3.1_2846377_2848523_DNA_TcMar_reversed"" 509 520",DTX
CP075069.1,7720785,7722347,"DTX-comp_Blc10_Supercontig_3.2_4206662_4208997_DNA_TcMar"" 767 2333",DTX
CP075069.1,7722345,7725434,"RLX-comp-chim_Blc13_Cpos_C735-L-B38-Map1_reversed"" 4203 7285",RLX
CP075069.1,7725423,7726819,"RLX-comp-chim_Blc13_Cpos_C735-L-B38-Map1_reversed"" 3795 5186",RLX
CP075069.1,7726814,7728528,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1834 3548",RLX
CP075069.1,7728530,7736271,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 1 7632",RLX
CP075069.1,7736272,7738100,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 1806",RLX
CP075069.1,7738101,7738362,"DTX-comp_Blc10_Supercontig_3.4_3766692_3769032_DNA_TcMar_reversed"" 526 788",DTX
CP075069.1,7738363,7742178,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 6778 10578",RLX
CP075069.1,7742177,7742882,"RLX-comp_Blc59_Cpos_C735-L-B30-Map1"" 2098 2802",RLX
CP075069.1,7742861,7742876,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 213 277",RLX
CP075069.1,7742877,7742927,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 3112 3163",DTX
CP075069.1,7742931,7746461,"RLX-incomp_Blc93_Cpos_C735-L-B46-Map1_reversed"" 2940 6468",RLX
CP075069.1,7746462,7749755,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 3294",RLX
CP075069.1,7749760,7756338,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1125 7703",RLX
CP075069.1,7756339,7763452,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 1 7072",RLX
CP075069.1,7763453,7764537,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1 1081",RLX
CP075069.1,7764539,7765294,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 3292 4047",RLX
CP075069.1,7765295,7765807,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6291 6853",DTX
CP075069.1,7765892,7771111,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1030 6290",DTX
CP075069.1,7771110,7774005,"RLX-incomp_Blc27_Supercontig_3.3_1806402_1813322_LTR_Gypsy_reversed"" 4031 6920",RLX
CP075069.1,7774006,7774044,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 2958 2987",RLX
CP075069.1,7774007,7774336,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 3102 3431",RLX
CP075069.1,7774337,7780151,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 1123 6961",RLX
CP075069.1,7780152,7787885,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 1 7632",RLX
CP075069.1,7787886,7789008,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 1126",RLX
CP075069.1,7789009,7792114,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 3110",RLX
CP075069.1,7792115,7792462,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 6482 6830",RLX
CP075069.1,7792463,7792999,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 1 537",RLX
CP075069.1,7793007,7800597,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 1 7583",RLX
CP075069.1,7800598,7806348,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1940 7707",RLX
CP075069.1,7806349,7808946,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 6838 9421",RLX
CP075069.1,7808931,7808978,"DTX-incomp-chim_Blc96_Supercontig_3.2_4737649_4743922_DNA_TcMar_reversed"" 4755 4802",DTX
CP075069.1,7808979,7815929,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6957",RLX
CP075069.1,7815930,7816231,"noCat_Blc211_Cpos_C735-B-G2-Map20"" 1274 1576",noCat_Blc211_Cpos_C735
CP075069.1,7816230,7817173,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 4376 5323",RIX
CP075069.1,7817173,7817470,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 300",RLX
CP075069.1,7817471,7818018,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 5319 5868",RIX
CP075069.1,7818019,7818531,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6291 6853",DTX
CP075069.1,7818616,7823835,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1030 6290",DTX
CP075069.1,7823835,7824926,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 5860 6960",RIX
CP075069.1,7824983,7825119,"RLX-comp_Blc59_Cpos_C735-L-B30-Map1"" 9323 9462",RLX
CP075069.1,7825120,7825633,"DTX-incomp_Blc5_Supercontig_3.1_409159_414951_DNA_hAT_reversed"" 1 538",DTX
CP075069.1,7825713,7827320,"DTX-incomp_Blc5_Supercontig_3.1_409159_414951_DNA_hAT_reversed"" 539 2141",DTX
CP075069.1,7827321,7827380,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 6910 6958",RLX
CP075069.1,7827351,7827377,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 5051 5059",DTX
CP075069.1,7827378,7829165,"DTX-comp_Blc10_Supercontig_3.5_2309270_2311617_DNA_TcMar"" 1 1788",DTX
CP075069.1,7829068,7829156,"DTX-incomp-chim_Blc60_Supercontig_3.4_2591445_2601928_DNA_TcMar_reversed"" 569 649",DTX
CP075069.1,7829157,7831412,"RLX-incomp_Blc18_Supercontig_3.4_2910675_2918379_LTR_Gypsy_reversed"" 1 2254",RLX
CP075069.1,7831414,7838370,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6957",RLX
CP075069.1,7838371,7842781,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 2251 6660",RLX
CP075069.1,7842783,7850225,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1 7416",RLX
CP075069.1,7850226,7857293,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 7075",RLX
CP075069.1,7857294,7857560,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 7437 7703",RLX
CP075069.1,7857559,7858616,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 6651 7706",RLX
CP075069.1,7858617,7858927,"DTX-comp_Blc10_Supercontig_3.3_1876558_1878900_DNA_TcMar"" 1774 2087",DTX
CP075069.1,7858928,7866706,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 1 7632",RLX
CP075069.1,7866707,7866908,"DTX-comp_Blc10_Supercontig_3.5_2309270_2311617_DNA_TcMar"" 2140 2341",DTX
CP075069.1,7866860,7866918,"DTX-incomp_Blc10_Supercontig_3.3_1310657_1312989_DNA_TcMar_reversed"" 10 66",DTX
CP075069.1,7870624,7870677,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 216 267",RLX
CP075069.1,7870647,7870683,"RLX-incomp_Blc14_Supercontig_3.1_334247_341865_LTR_Gypsy"" 221 259",RLX
CP075069.1,7871125,7871747,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 3 626",DTX
CP075069.1,7871745,7871858,"RLX-comp-chim_Blc13_Cpos_C735-L-B38-Map1_reversed"" 325 438",RLX
CP075069.1,7871862,7872453,"DTX-incomp_Blc5_Supercontig_3.3_896356_902196_DNA_hAT"" 5241 5832",DTX
CP075069.1,7872451,7874106,"DTX-incomp_Blc4_Supercontig_3.3_516889_519233_DNA_TcMar"" 689 2344",DTX
CP075069.1,7874105,7880400,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 10 6309",RLX
CP075069.1,7880401,7887357,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6957",RLX
CP075069.1,7887359,7891670,"RLX-incomp_Blc17_Cpos_C735-L-B11-Map1_reversed"" 6292 10622",RLX
CP075069.1,7891671,7892350,"DTX-incomp_Blc4_Supercontig_3.3_516889_519233_DNA_TcMar"" 13 692",DTX
CP075069.1,7892349,7896171,"DYX-incomp-chim_Blc47_Supercontig_3.1_6563877_6576065_DNA_hAT"" 6980 10835",DYX
CP075069.1,7896173,7897341,"DTX-incomp_Blc5_Supercontig_3.2_1246446_1252277_DNA_hAT_reversed"" 1 1163",DTX
CP075069.1,7897342,7897429,"RLX-incomp_Blc117_Supercontig_3.1_2665600_2670498_LTR_Gypsy_reversed"" 78 184",RLX
CP075069.1,7897430,7902984,"DTX-incomp_Blc5_Supercontig_3.5_33765_39583_DNA_hAT_reversed"" 1 5585",DTX
CP075069.1,7902986,7903264,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 6709 6988",RIX
CP075069.1,7903264,7903527,"DTX-incomp-chim_Blc116_Supercontig_3.1_483399_488504_DNA_hAT_reversed"" 3413 3673",DTX
CP075069.1,7903518,7904575,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 4527 5584",RLX
CP075069.1,7904559,7904892,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 1 315",RLX
CP075069.1,7904893,7906773,"RLX-incomp_Blc164_Supercontig_3.3_4099518_4102729_LTR_Gypsy"" 543 2424",RLX
CP075069.1,7906773,7907015,"RLX-comp_Blc2_Cpos_C735-L-B15-Map1_reversed"" 10 252",RLX
CP075069.1,7907011,7907166,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 1555 1710",DTX
CP075069.1,7909630,7911970,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 1 2338",RLX
CP075069.1,7911955,7911999,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 2706 2743",DTX
CP075069.1,7912000,7916766,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 2863 7632",RLX
CP075069.1,7916767,7927347,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 1 12513",RLX
CP075069.1,7927348,7927978,"RLX-incomp-chim_Blc61_Cpos_C735-B-R49-Map3"" 1869 2499",RLX
CP075069.1,7927982,7928104,"RLX-comp_Blc14_Supercontig_3.1_261523_269109_LTR_Gypsy_reversed"" 2179 2301",RLX
CP075069.1,7928096,7930210,"RLX-incomp_Blc14_Supercontig_3.1_1119615_1126598_LTR_Gypsy"" 1 2111",RLX
CP075069.1,7930212,7935443,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 2332 7583",RLX
CP075069.1,7936034,7936544,"DTX-incomp_Blc5_Supercontig_3.3_896356_902196_DNA_hAT"" 1 512",DTX
CP075069.1,7936624,7937204,"DTX-incomp_Blc5_Supercontig_3.5_33765_39583_DNA_hAT_reversed"" 563 1126",DTX
CP075069.1,7937205,7937221,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 6962 6976",RIX
CP075069.1,7937282,7937730,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 6511 6961",RIX
CP075069.1,7937732,7938545,"DTX-incomp-chim_Blc116_Supercontig_3.1_483399_488504_DNA_hAT_reversed"" 1230 2047",DTX
CP075069.1,7938545,7940067,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5455 6989",RIX
CP075069.1,7940139,7940308,"RLX-incomp_Blc150_Cpos_C735-B-G56-Map3"" 742 909",RLX
CP075069.1,7940311,7940739,"RLX-incomp_Blc168_Supercontig_3.1_2613202_2616218_LTR_Gypsy_reversed"" 2029 2472",RLX
CP075069.1,7940740,7941610,"DTX-incomp_Blc170_Supercontig_3.3_877275_880252_DNA_hAT"" 2060 2977",DTX
CP075069.1,7941611,7941639,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 2726 2771",RLX
CP075069.1,7941640,7941655,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 6966 6981",RIX
CP075069.1,7941693,7941910,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 2500 2725",RLX
CP075069.1,7941911,7942161,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 6487 6965",RIX
CP075069.1,7942162,7945247,"RLX-comp_Blc14_Supercontig_3.1_261523_269109_LTR_Gypsy_reversed"" 1 3085",RLX
CP075069.1,7945248,7952997,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 1 7632",RLX
CP075069.1,7952998,7956803,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 3075 6880",RLX
CP075069.1,7956796,7957100,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 307",RLX
